file seconds
./sim10_m100_n100_linear.csv 508.84
./sim11_m100_n100_branched.csv 509.32
./sim12_m100_n100_linear.csv 508.98
./sim13_m100_n100_branched.csv 508.57
./sim14_m100_n100_linear.csv 511.01
./sim15_m100_n100_branched.csv 508.92
./sim16_m100_n100_linear.csv 508.42
./sim17_m100_n100_branched.csv 510.59
./sim18_m100_n100_linear.csv 508.65
./sim19_m100_n100_branched.csv 512.21
./sim1_m100_n100_branched.csv 511.23
./sim20_m100_n100_linear.csv 509.52
./sim21_m100_n100_branched.csv 509.71
./sim22_m100_n100_linear.csv 510.93
./sim23_m100_n100_branched.csv 512.36
./sim24_m100_n100_linear.csv 509.18
./sim25_m100_n100_branched.csv 511.35
./sim26_m100_n100_linear.csv 510.87
./sim27_m100_n100_branched.csv 511.18
./sim28_m100_n100_linear.csv 509.08
./sim29_m100_n100_branched.csv 511.06
./sim2_m100_n100_linear.csv 509.63
./sim30_m100_n100_linear.csv 509.33
./sim31_m100_n100_branched.csv 510.38
./sim32_m100_n100_linear.csv 509.66
./sim33_m100_n100_branched.csv 510.39
./sim34_m100_n100_linear.csv 509.15
./sim35_m100_n100_branched.csv 510.52
./sim36_m100_n100_linear.csv 509.40
./sim37_m100_n100_branched.csv 510.99
./sim38_m100_n100_linear.csv 511.89
./sim39_m100_n100_branched.csv 510.36
./sim3_m100_n100_branched.csv 510.66
./sim40_m100_n100_linear.csv 509.78
./sim41_m100_n100_branched.csv 508.89
./sim42_m100_n100_linear.csv 511.15
./sim43_m100_n100_branched.csv 511.19
./sim44_m100_n100_linear.csv 511.23
./sim45_m100_n100_branched.csv 510.11
./sim46_m100_n100_linear.csv 510.05
./sim47_m100_n100_branched.csv 509.88
./sim48_m100_n100_linear.csv 508.06
./sim49_m100_n100_branched.csv 508.80
./sim4_m100_n100_linear.csv 509.50
./sim50_m100_n100_linear.csv 509.52
./sim5_m100_n100_branched.csv 509.36
./sim6_m100_n100_linear.csv 512.58
./sim7_m100_n100_branched.csv 510.18
./sim8_m100_n100_linear.csv 510.77
./sim9_m100_n100_branched.csv 508.05
