file seconds
./sim10_m100_n100_linear.csv 508.20
./sim11_m100_n100_branched.csv 507.52
./sim12_m100_n100_linear.csv 507.19
./sim13_m100_n100_branched.csv 508.05
./sim14_m100_n100_linear.csv 507.16
./sim15_m100_n100_branched.csv 508.08
./sim16_m100_n100_linear.csv 507.33
./sim17_m100_n100_branched.csv 508.95
./sim18_m100_n100_linear.csv 506.80
./sim19_m100_n100_branched.csv 507.44
./sim1_m100_n100_branched.csv 507.84
./sim20_m100_n100_linear.csv 507.04
./sim21_m100_n100_branched.csv 508.18
./sim22_m100_n100_linear.csv 506.31
./sim23_m100_n100_branched.csv 509.49
./sim24_m100_n100_linear.csv 507.25
./sim25_m100_n100_branched.csv 509.30
./sim26_m100_n100_linear.csv 506.43
./sim27_m100_n100_branched.csv 508.14
./sim28_m100_n100_linear.csv 506.59
./sim29_m100_n100_branched.csv 508.50
./sim2_m100_n100_linear.csv 509.09
./sim30_m100_n100_linear.csv 507.58
./sim31_m100_n100_branched.csv 509.67
./sim32_m100_n100_linear.csv 506.90
./sim33_m100_n100_branched.csv 509.68
./sim34_m100_n100_linear.csv 506.67
./sim35_m100_n100_branched.csv 508.97
./sim36_m100_n100_linear.csv 506.83
./sim37_m100_n100_branched.csv 508.42
./sim38_m100_n100_linear.csv 507.19
./sim39_m100_n100_branched.csv 507.61
./sim3_m100_n100_branched.csv 508.75
./sim40_m100_n100_linear.csv 506.58
./sim41_m100_n100_branched.csv 508.82
./sim42_m100_n100_linear.csv 509.60
./sim43_m100_n100_branched.csv 507.52
./sim44_m100_n100_linear.csv 507.54
./sim45_m100_n100_branched.csv 506.71
./sim46_m100_n100_linear.csv 506.93
./sim47_m100_n100_branched.csv 506.76
./sim48_m100_n100_linear.csv 507.60
./sim49_m100_n100_branched.csv 510.09
./sim4_m100_n100_linear.csv 507.51
./sim50_m100_n100_linear.csv 506.03
./sim5_m100_n100_branched.csv 508.52
./sim6_m100_n100_linear.csv 507.25
./sim7_m100_n100_branched.csv 507.56
./sim8_m100_n100_linear.csv 507.59
./sim9_m100_n100_branched.csv 507.88
